Date,Low,Open,Volume,High,Close,Adjusted Close
01/02/2020,51.06000137,51.27999878,4416800,51.68999863,51.61999893,46.31192017
01/03/2020,50.59999847,50.99000168,5162300,51.15999985,51.09000015,45.83642578
01/06/2020,50.31999969,50.63000107,3271700,51.02999878,50.95000076,45.71081924
01/07/2020,50.74000168,51.00999832,6578000,51.61999893,51.29000092,46.01586151
01/08/2020,51.43999863,51.47000122,9880500,52.56999969,51.83000183,46.50032425
01/09/2020,52.13000107,52.18000031,5793900,52.72999954,52.36999893,46.98479843
01/10/2020,52.15000153,52.40000153,5526900,52.59999847,52.47000122,47.07451248
02/03/2020,49.68000031,49.75,5276800,50.29999924,49.68999863,44.97850418
02/04/2020,50.18000031,50.52999878,4774500,50.77000046,50.20000076,45.44014359
02/05/2020,50.97000122,51.15999985,7647200,51.74000168,51.52999878,46.64403534
02/06/2020,51.25,51.83000183,6538200,52.09000015,51.86999893,46.95179749
02/07/2020,51.08000183,51.52000046,6698300,51.70000076,51.58000183,46.68930054
02/10/2020,51.40000153,51.40000153,4513800,51.91999817,51.88000107,46.96084976
02/11/2020,52.04000092,52.18999863,5972700,53.04999924,52.38999939,47.42248917
02/12/2020,52.45000076,52.70999908,4999200,53.27999878,52.47000122,47.49490738
03/02/2020,42.70999908,42.93000031,13068400,44.58000183,44.56000137,40.33492279
03/03/2020,42.22000122,44.38999939,11120000,44.97999954,42.56999969,38.53360367
03/04/2020,42.41999817,43.40000153,7751100,43.97999954,43.83000183,39.67414474
03/05/2020,40.00999832,42.09999847,11269300,42.25,40.61999893,36.7685051
03/06/2020,38.33000183,38.77999878,10764500,40.27999878,39.18000031,35.4650383
03/09/2020,31.89999962,35.41999817,14632700,36.63999939,32.65999985,29.56324959
03/10/2020,32.52000046,34.50999832,12698400,35.02999878,35.02000046,31.69948006
03/11/2020,32.63999939,33.63000107,11010000,34.20999908,33.29999924,30.14256477
03/12/2020,28.12000084,30.12000084,13658700,30.98999977,28.29999924,25.61665726
04/01/2020,27.63999939,28.45999908,5379300,29.02000046,27.89999962,25.25458336
04/02/2020,27.44000053,27.47999954,7140500,28.97999954,28.04999924,25.39036369
04/03/2020,26.81999969,27.79000092,4855300,28.28000069,27.71999931,25.09165001
04/06/2020,29.29999924,29.95000076,7687600,30.92000008,30.62999916,27.7257309
04/07/2020,31.46999931,32.84999847,7997900,33.63999939,31.57999992,28.58565331
04/08/2020,31.54999924,31.96999931,6563400,33.72000122,33.47000122,30.29644585
04/09/2020,34.40999985,34.40999985,10681800,36.36000061,35.45999908,32.09775925
05/01/2020,34.38999939,35,4534900,35.27000046,34.68000031,31.391716
05/04/2020,33.29000092,34,5795200,34.31000137,34.18000031,30.93912315
05/05/2020,34.22000122,34.66999817,4012600,35.20000076,34.27000046,31.02059937
05/06/2020,32.77999878,34.77000046,6396100,34.99000168,32.97000122,29.84385872
05/07/2020,33.43000031,33.43000031,7470800,35.47999954,34.43999863,31.61557388
05/08/2020,33.83000183,35.24000168,8669300,35.33000183,35.22000122,32.33160782
05/11/2020,33.65000153,34.54999924,6866700,34.74000168,33.97000122,31.18412209
05/12/2020,32.31000137,34.33000183,7751900,34.70000076,32.36999893,29.71533585
06/01/2020,35.54000092,35.81999969,5134500,36.54999924,36.36999893,33.38729858
06/02/2020,36.06999969,36.79000092,6710100,36.93999863,36.38999939,33.40565872
06/03/2020,37.25,37.38999939,6419700,38.40999985,37.88000107,34.77346039
06/04/2020,37.15000153,37.52999878,5822400,39.36000061,39.34000015,36.11373138
06/05/2020,40.52000046,42.41999817,7917600,42.68000031,40.74000168,37.39891434
06/08/2020,41.61000061,41.66999817,7587700,43.02000046,43,39.47357559
06/09/2020,40.95000076,41.56000137,7867400,41.99000168,41.54999924,38.14248276
06/10/2020,39.47999954,41.25,7295000,41.31000137,39.5,36.26060104
06/11/2020,35.74000168,36.84000015,9548300,37.91999817,35.93000031,32.98337936
06/12/2020,36.34000015,37.54999924,7142100,37.79999924,37.45000076,34.37872696
07/01/2020,35.36999893,36.50999832,4772600,36.70999908,35.50999832,32.5978241
07/02/2020,35.59000015,36.5,5016800,37.20000076,35.65000153,32.72634888
07/06/2020,36.38000107,36.68999863,6120100,37.22999954,37.09000015,34.04825974
07/07/2020,35.91999817,36.59000015,5138600,36.88000107,36.02000046,33.06600571
07/08/2020,36.06999969,36.18999863,6549000,37.00999832,36.77000046,33.75449371
07/09/2020,35.15000153,36.74000168,6104900,36.75,35.38999939,32.48766708
07/10/2020,35.41999817,35.47999954,4603000,37.06000137,36.93999863,33.91054535
08/03/2020,37.04999924,37.47000122,3982500,37.97999954,37.29999924,34.66228485
08/04/2020,36.81999969,37.20000076,4227400,37.31000137,36.90000153,34.29057693
08/05/2020,37.31999969,37.43999863,6089500,38.45999908,38.27999878,35.57298279
08/06/2020,36.93000031,37.49000168,7612100,38.45999908,36.97999954,34.36491394
08/07/2020,36.56999969,36.91999817,8486400,38.91999817,38.72000122,35.98187256
08/10/2020,38.88999939,38.88999939,7439800,39.97000122,39.77999878,36.9669075
08/11/2020,40.54000092,40.93999863,9162900,41.47000122,40.56999969,37.7010498
08/12/2020,39.52999878,41.47999954,5930600,41.47999954,40.04000092,37.20852661
09/01/2020,37.97999954,38.31999969,3646500,39.04999924,38.5,35.77742386
09/02/2020,37.97999954,38.31000137,4544000,38.93000031,38.81999969,36.07479858
09/03/2020,37.95000076,39.20000076,5854100,40.04999924,38.20000076,35.49864197
09/04/2020,38.25,38.90000153,5426200,39.47999954,39.15000153,36.3814621
09/08/2020,37.72000122,38.90999985,6629200,39,37.88000107,35.20127487
09/09/2020,37.91999817,38.24000168,3936000,38.63000107,38.27999878,35.57298279
09/10/2020,37.61999893,38.41999817,4908400,39.06999969,37.68999863,35.02470398
09/11/2020,37.56999969,37.83000183,5327000,38.47999954,38.22999954,35.52651978
10/01/2020,36.83000183,37.24000168,4128100,37.66999817,37.25999832,34.62511063
10/02/2020,36.56999969,36.65000153,4697500,37.95000076,37.63000107,34.96895599
10/05/2020,37.70999908,38.13999939,4122700,38.91999817,38.52000046,35.79601288
10/06/2020,38.25999832,39.00999832,5766100,39.75,38.36999893,35.6566124
10/07/2020,38.90999985,39.00999832,6762900,39.77999878,39.34000015,36.55802155
10/08/2020,39.41999817,39.49000168,4693900,40.06999969,39.84999847,37.03195572
10/09/2020,39.41999817,40.08000183,3980300,40.29000092,39.47999954,36.68812561
